,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
2806668,LEX,LGA,"Lexington, KY","New York, NY",2009-07-01,2009,7,Blue Grass Airport,38.036499,-84.605904,La Guardia Airport,40.777199,-73.872597
2400319,CVG,DCA,"Cincinnati, OH","Washington, DC",1999-12-01,1999,12,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Ronald Reagan Washington National Airport,38.8521,-77.037697
2829661,MEM,HSV,"Memphis, TN","Huntsville, AL",1990-10-01,1990,10,Memphis International Airport,35.04240036010742,-89.97669982910156,Huntsville International Carl T Jones Field,34.637199,-86.775101
1973865,ATL,HOU,"Atlanta, GA","Houston, TX",2002-04-01,2002,4,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,William P Hobby Airport,29.645399,-95.2789
490866,LAX,HNL,"Los Angeles, CA","Honolulu, HI",1992-11-01,1992,11,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Daniel K Inouye International Airport,21.32062,-157.924228
197363,CLT,PIT,"Charlotte, NC","Pittsburgh, PA",1995-05-01,1995,5,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Pittsburgh International Airport,40.49150085,-80.23290253
1023492,FCA,SLC,"Kalispell, MT","Salt Lake City, UT",1992-07-01,1992,7,Glacier Park International Airport,48.31050109863281,-114.25599670410156,Salt Lake City International Airport,40.785749,-111.979746
2343712,STL,MIA,"St. Louis, MO","Miami, FL",1997-12-01,1997,12,St Louis Lambert International Airport,38.748697,-90.370003,Miami International Airport,25.79319953918457,-80.29060363769531
2436271,CMH,DCA,"Columbus, OH","Washington, DC",2001-06-01,2001,6,John Glenn Columbus International Airport,39.998001,-82.891899,Ronald Reagan Washington National Airport,38.8521,-77.037697
805184,PHX,DTW,"Phoenix, AZ","Detroit, MI",1991-03-01,1991,3,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
1208591,MDW,MSP,"Chicago, IL","Minneapolis, MN",1990-02-01,1990,2,Chicago Midway International Airport,41.785999,-87.752403,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
3036860,BWI,RDU,"Baltimore, MD","Raleigh, NC",1991-08-01,1991,8,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Raleigh Durham International Airport,35.877602,-78.787498
252094,SLC,PIT,"Salt Lake City, UT","Pittsburgh, PA",2007-12-01,2007,12,Salt Lake City International Airport,40.785749,-111.979746,Pittsburgh International Airport,40.49150085,-80.23290253
3234903,LGA,GSO,"New York, NY","Greensboro, NC",2005-03-01,2005,3,La Guardia Airport,40.777199,-73.872597,Piedmont Triad International Airport,36.097801,-79.937302
1655851,BWI,JFK,"Baltimore, MD","New York, NY",2008-10-01,2008,10,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,John F Kennedy International Airport,40.639447,-73.779317
2750665,PDT,SEA,"Pendleton, OR","Seattle, WA",1996-02-01,1996,2,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,Seattle–Tacoma International Airport,47.449162,-122.311134
1746094,SLC,SFO,"Salt Lake City, UT","San Francisco, CA",2007-01-01,2007,1,Salt Lake City International Airport,40.785749,-111.979746,San Francisco International Airport,37.61899948120117,-122.375
2209738,SAN,IND,"San Diego, CA","Indianapolis, IN",2009-05-01,2009,5,San Diego International Airport,32.7336006165,-117.190002441,Indianapolis International Airport,39.7173,-86.294403
293215,OAK,LAS,"Oakland, CA","Las Vegas, NV",2008-02-01,2008,2,Metropolitan Oakland International Airport,37.721298,-122.221001,Harry Reid International Airport,36.083361,-115.151817
907017,MSN,DFW,"Madison, WI","Dallas, TX",2002-08-01,2002,8,Dane County Regional Truax Field,43.1399,-89.337502,Dallas Fort Worth International Airport,32.896801,-97.038002
990038,TYR,DFW,"Tyler, TX","Dallas, TX",2004-03-01,2004,3,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,Dallas Fort Worth International Airport,32.896801,-97.038002
2781677,MCO,LGA,"Orlando, FL","New York, NY",2002-10-01,2002,10,Orlando International Airport,28.429399490356445,-81.30899810791016,La Guardia Airport,40.777199,-73.872597
273489,PHX,LAS,"Phoenix, AZ","Las Vegas, NV",1991-04-01,1991,4,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Harry Reid International Airport,36.083361,-115.151817
768486,FLL,IAD,"Fort Lauderdale, FL","Washington, DC",1992-05-01,1992,5,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,Washington Dulles International Airport,38.9445,-77.455803
1826002,TUL,OKC,"Tulsa, OK","Oklahoma City, OK",1995-12-01,1995,12,Tulsa International Airport,36.19839859008789,-95.88809967041016,Will Rogers World Airport,35.393101,-97.6007
2313940,PNS,MSY,"Pensacola, FL","New Orleans, LA",1997-09-01,1997,9,Pensacola International Airport,30.4734,-87.1866,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328
2181945,MIA,IND,"Miami, FL","Indianapolis, IN",1994-06-01,1994,6,Miami International Airport,25.79319953918457,-80.29060363769531,Indianapolis International Airport,39.7173,-86.294403
1418153,BOS,IAH,"Boston, MA","Houston, TX",2003-05-01,2003,5,Logan International Airport,42.3643,-71.005203,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
3248177,OKC,DAL,"Oklahoma City, OK","Dallas, TX",2008-11-01,2008,11,Will Rogers World Airport,35.393101,-97.6007,Dallas Love Field,32.847099,-96.851799
479330,DFW,BHM,"Dallas, TX","Birmingham, AL",2002-07-01,2002,7,Dallas Fort Worth International Airport,32.896801,-97.038002,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502
2780927,MCO,LGA,"Orlando, FL","New York, NY",1994-10-01,1994,10,Orlando International Airport,28.429399490356445,-81.30899810791016,La Guardia Airport,40.777199,-73.872597
3049875,PVD,RDU,"Providence, RI","Raleigh, NC",1993-08-01,1993,8,Theodore Francis Green State Airport,41.725038,-71.425668,Raleigh Durham International Airport,35.877602,-78.787498
2203212,BDL,IND,"Hartford, CT","Indianapolis, IN",2006-11-01,2006,11,Bradley International Airport,41.93851,-72.688066,Indianapolis International Airport,39.7173,-86.294403
3526680,ATL,TUP,"Atlanta, GA","Tupelo, MS",2005-09-01,2005,9,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Tupelo Regional Airport,34.26810073852539,-88.7698974609375
1094933,MKE,EWR,"Milwaukee, WI","Newark, NJ",1998-02-01,1998,2,General Mitchell International Airport,42.94720077514648,-87.89659881591797,Newark Liberty International Airport,40.692501,-74.168701
2351304,IND,MIA,"Indianapolis, IN","Miami, FL",2006-07-01,2006,7,Indianapolis International Airport,39.7173,-86.294403,Miami International Airport,25.79319953918457,-80.29060363769531
1235202,BZN,MSP,"Bozeman, MT","Minneapolis, MN",2007-03-01,2007,3,Gallatin Field,45.77750015,-111.1529999,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
2207317,IAH,IND,"Houston, TX","Indianapolis, IN",2005-04-01,2005,4,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Indianapolis International Airport,39.7173,-86.294403
253079,ABQ,PIT,"Albuquerque, NM","Pittsburgh, PA",1993-01-01,1993,1,Albuquerque International Sunport,35.040199,-106.609001,Pittsburgh International Airport,40.49150085,-80.23290253
2749751,CLM,SEA,"Port Angeles, WA","Seattle, WA",1993-05-01,1993,5,William R Fairchild International Airport,48.12020111083984,-123.5,Seattle–Tacoma International Airport,47.449162,-122.311134
2028301,MCO,PHL,"Orlando, FL","Philadelphia, PA",2002-06-01,2002,6,Orlando International Airport,28.429399490356445,-81.30899810791016,Philadelphia International Airport,39.87189865112305,-75.24109649658203
2641958,ORD,RST,"Chicago, IL","Rochester, MN",2007-09-01,2007,9,Chicago O'Hare International Airport,41.9786,-87.9048,Rochester International Airport,43.908298,-92.5
2440578,CLT,CMH,"Charlotte, NC","Columbus, OH",2001-03-01,2001,3,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,John Glenn Columbus International Airport,39.998001,-82.891899
2492942,HOU,LBB,"Houston, TX","Lubbock, TX",1999-03-01,1999,3,William P Hobby Airport,29.645399,-95.2789,Lubbock Preston Smith International Airport,33.663601,-101.822998
2231640,MSP,MCI,"Minneapolis, MN","Kansas City, MO",2003-09-01,2003,9,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Kansas City International Airport,39.2976,-94.713898
3502690,BGM,ELM,"Binghamton, NY","Elmira, NY",1999-09-01,1999,9,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625
1373375,ICT,ATL,"Wichita, KS","Atlanta, GA",2003-01-01,2003,1,Wichita Eisenhower National Airport,37.649899,-97.433098,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2899781,SLC,GTF,"Salt Lake City, UT","Great Falls, MT",1990-11-01,1990,11,Salt Lake City International Airport,40.785749,-111.979746,Great Falls International Airport,47.48199844,-111.3710022
1505778,MCO,PHX,"Orlando, FL","Phoenix, AZ",1994-12-01,1994,12,Orlando International Airport,28.429399490356445,-81.30899810791016,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3327826,MCO,AFW,"Orlando, FL","Dallas, TX",2007-12-01,2007,12,Orlando International Airport,28.429399490356445,-81.30899810791016,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947
1217807,GEG,MSP,"Spokane, WA","Minneapolis, MN",1996-07-01,1996,7,Spokane International Airport,47.6199,-117.533997,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
3466226,CLT,MYR,"Charlotte, NC","Myrtle Beach, SC",1999-07-01,1999,7,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Myrtle Beach International Airport,33.6796989441,-78.9282989502
1261219,LAX,ANC,"Los Angeles, CA","Anchorage, AK",2002-07-01,2002,7,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Ted Stevens Anchorage International Airport,61.1744,-149.996002
339581,PIT,STL,"Pittsburgh, PA","St. Louis, MO",1995-08-01,1995,8,Pittsburgh International Airport,40.49150085,-80.23290253,St Louis Lambert International Airport,38.748697,-90.370003
1539876,SLC,PHX,"Salt Lake City, UT","Phoenix, AZ",2002-10-01,2002,10,Salt Lake City International Airport,40.785749,-111.979746,Phoenix Sky Harbor International Airport,33.435302,-112.005905
2535288,PHX,ELP,"Phoenix, AZ","El Paso, TX",2005-07-01,2005,7,Phoenix Sky Harbor International Airport,33.435302,-112.005905,El Paso International Airport,31.80719948,-106.3779984
1913387,DFW,AUS,"Dallas, TX","Austin, TX",1995-04-01,1995,4,Dallas Fort Worth International Airport,32.896801,-97.038002,Austin Bergstrom International Airport,30.197535,-97.662015
3428798,CLT,ROA,"Charlotte, NC","Roanoke, VA",1991-04-01,1991,4,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403
10374,MSY,ORD,"New Orleans, LA","Chicago, IL",2008-12-01,2008,12,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,Chicago O'Hare International Airport,41.9786,-87.9048
482498,MDW,BHM,"Chicago, IL","Birmingham, AL",2001-02-01,2001,2,Chicago Midway International Airport,41.785999,-87.752403,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502
2155285,ROC,SYR,"Rochester, NY","Syracuse, NY",1993-08-01,1993,8,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039
1086917,ORD,EWR,"Chicago, IL","Newark, NJ",1996-11-01,1996,11,Chicago O'Hare International Airport,41.9786,-87.9048,Newark Liberty International Airport,40.692501,-74.168701
3097233,IAH,DAY,"Houston, TX","Dayton, OH",2006-10-01,2006,10,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,James M Cox Dayton International Airport,39.902401,-84.219398
1116421,HNL,EWR,"Honolulu, HI","Newark, NJ",2008-08-01,2008,8,Daniel K Inouye International Airport,21.32062,-157.924228,Newark Liberty International Airport,40.692501,-74.168701
2672230,ORD,BDL,"Chicago, IL","Hartford, CT",2000-01-01,2000,1,Chicago O'Hare International Airport,41.9786,-87.9048,Bradley International Airport,41.93851,-72.688066
862190,ICT,DTW,"Wichita, KS","Detroit, MI",2009-06-01,2009,6,Wichita Eisenhower National Airport,37.649899,-97.433098,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2275357,OKC,TUL,"Oklahoma City, OK","Tulsa, OK",1995-01-01,1995,1,Will Rogers World Airport,35.393101,-97.6007,Tulsa International Airport,36.19839859008789,-95.88809967041016
1877220,GSO,CLE,"Greensboro, NC","Cleveland, OH",1995-01-01,1995,1,Piedmont Triad International Airport,36.097801,-79.937302,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
2394184,CLE,DCA,"Cleveland, OH","Washington, DC",2008-10-01,2008,10,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Ronald Reagan Washington National Airport,38.8521,-77.037697
1544691,ABQ,PHX,"Albuquerque, NM","Phoenix, AZ",2001-06-01,2001,6,Albuquerque International Sunport,35.040199,-106.609001,Phoenix Sky Harbor International Airport,33.435302,-112.005905
110518,ANC,ORD,"Anchorage, AK","Chicago, IL",1999-03-01,1999,3,Ted Stevens Anchorage International Airport,61.1744,-149.996002,Chicago O'Hare International Airport,41.9786,-87.9048
2135498,COS,DSM,"Colorado Springs, CO","Des Moines, IA",1995-07-01,1995,7,City of Colorado Springs Municipal Airport,38.805801,-104.700996,Des Moines International Airport,41.534,-93.663101
2539996,MSP,ELP,"Minneapolis, MN","El Paso, TX",2003-12-01,2003,12,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,El Paso International Airport,31.80719948,-106.3779984
3256646,CAE,YIP,"Columbia, SC","Detroit, MI",2002-09-01,2002,9,Columbia Metropolitan Airport,33.938801,-81.119499,Willow Run Airport,42.23789978,-83.53040314
3519084,ORD,CWA,"Chicago, IL","Wausau, WI",2009-01-01,2009,1,Chicago O'Hare International Airport,41.9786,-87.9048,Central Wisconsin Airport,44.7775993347,-89.6668014526
1533256,DCA,PHX,"Washington, DC","Phoenix, AZ",2008-09-01,2008,9,Ronald Reagan Washington National Airport,38.8521,-77.037697,Phoenix Sky Harbor International Airport,33.435302,-112.005905
657341,BOS,CLT,"Boston, MA","Charlotte, NC",1997-07-01,1997,7,Logan International Airport,42.3643,-71.005203,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
512449,BOS,LAX,"Boston, MA","Los Angeles, CA",2007-06-01,2007,6,Logan International Airport,42.3643,-71.005203,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2818245,DFW,ABI,"Dallas, TX","Abilene, TX",1994-10-01,1994,10,Dallas Fort Worth International Airport,32.896801,-97.038002,Abilene Regional Airport,32.4113006592,-99.6819000244
1662690,MIA,JFK,"Miami, FL","New York, NY",1998-10-01,1998,10,Miami International Airport,25.79319953918457,-80.29060363769531,John F Kennedy International Airport,40.639447,-73.779317
3126968,DCA,ROC,"Washington, DC","Rochester, NY",1998-03-01,1998,3,Ronald Reagan Washington National Airport,38.8521,-77.037697,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
3174176,PIT,GSP,"Pittsburgh, PA","Greenville, SC",2001-01-01,2001,1,Pittsburgh International Airport,40.49150085,-80.23290253,Greenville Spartanburg International Airport,34.895699,-82.218903
1997055,BDL,ABE,"Hartford, CT","Allentown, PA",1995-05-01,1995,5,Bradley International Airport,41.93851,-72.688066,Lehigh Valley International Airport,40.651773,-75.442797
1002527,ATL,SLC,"Atlanta, GA","Salt Lake City, UT",2008-07-01,2008,7,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Salt Lake City International Airport,40.785749,-111.979746
592830,SEA,PDX,"Seattle, WA","Portland, OR",2002-11-01,2002,11,Seattle–Tacoma International Airport,47.449162,-122.311134,Portland International Airport,45.58869934,-122.5979996
2163643,PHL,SYR,"Philadelphia, PA","Syracuse, NY",1995-11-01,1995,11,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039
2072256,GSP,PHL,"Greenville, SC","Philadelphia, PA",2004-08-01,2004,8,Greenville Spartanburg International Airport,34.895699,-82.218903,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1721074,ORD,SFO,"Chicago, IL","San Francisco, CA",2008-08-01,2008,8,Chicago O'Hare International Airport,41.9786,-87.9048,San Francisco International Airport,37.61899948120117,-122.375
3290740,FNT,FWA,"Flint, MI","Fort Wayne, IN",2003-04-01,2003,4,Bishop International Airport,42.96540069580078,-83.74359893798828,Fort Wayne International Airport,40.9785,-85.195099
638151,PIA,RNO,"Peoria, IL","Reno, NV",2008-05-01,2008,5,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922
1223847,IAH,MSP,"Houston, TX","Minneapolis, MN",2002-01-01,2002,1,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1717860,MCO,SFO,"Orlando, FL","San Francisco, CA",1994-09-01,1994,9,Orlando International Airport,28.429399490356445,-81.30899810791016,San Francisco International Airport,37.61899948120117,-122.375
1980644,LIT,HOU,"Little Rock, AR","Houston, TX",1998-12-01,1998,12,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,William P Hobby Airport,29.645399,-95.2789
2083855,HLN,BIL,"Helena, MT","Billings, MT",2003-01-01,2003,1,Helena Regional Airport,46.6068,-111.983002,Billings Logan International Airport,45.807701,-108.542999
3101400,EWR,ALB,"Newark, NJ","Albany, NY",1995-06-01,1995,6,Newark Liberty International Airport,40.692501,-74.168701,Albany International Airport,42.74829864501953,-73.80169677734375
3163315,JAX,FLL,"Jacksonville, FL","Fort Lauderdale, FL",1997-09-01,1997,9,Jacksonville International Airport,30.49410057067871,-81.68789672851562,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
781502,CAK,IAD,"Akron, OH","Washington, DC",1994-01-01,1994,1,Akron Canton Regional Airport,40.91609954833984,-81.44219970703125,Washington Dulles International Airport,38.9445,-77.455803
2791388,MSP,LGA,"Minneapolis, MN","New York, NY",1997-10-01,1997,10,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,La Guardia Airport,40.777199,-73.872597
3530003,DTW,BGM,"Detroit, MI","Binghamton, NY",1998-11-01,1998,11,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736
436796,MSP,MEM,"Minneapolis, MN","Memphis, TN",2004-07-01,2004,7,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Memphis International Airport,35.04240036010742,-89.97669982910156
183317,LAX,OAK,"Los Angeles, CA","Oakland, CA",2004-06-01,2004,6,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Metropolitan Oakland International Airport,37.721298,-122.221001
1737940,LAX,SFO,"Los Angeles, CA","San Francisco, CA",2008-09-01,2008,9,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,San Francisco International Airport,37.61899948120117,-122.375
1820617,STL,OKC,"St. Louis, MO","Oklahoma City, OK",1996-06-01,1996,6,St Louis Lambert International Airport,38.748697,-90.370003,Will Rogers World Airport,35.393101,-97.6007
2950935,CMH,BWI,"Columbus, OH","Baltimore, MD",2003-04-01,2003,4,John Glenn Columbus International Airport,39.998001,-82.891899,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
3139584,EWR,FLL,"Newark, NJ","Fort Lauderdale, FL",2006-02-01,2006,2,Newark Liberty International Airport,40.692501,-74.168701,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
2463577,DCA,CMH,"Washington, DC","Columbus, OH",1999-09-01,1999,9,Ronald Reagan Washington National Airport,38.8521,-77.037697,John Glenn Columbus International Airport,39.998001,-82.891899
1797965,HSV,BNA,"Huntsville, AL","Nashville, TN",2007-06-01,2007,6,Huntsville International Carl T Jones Field,34.637199,-86.775101,Nashville International Airport,36.1245002746582,-86.6781997680664
136871,IAH,ORD,"Houston, TX","Chicago, IL",2004-08-01,2004,8,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Chicago O'Hare International Airport,41.9786,-87.9048
1355759,TPA,ATL,"Tampa, FL","Atlanta, GA",2009-01-01,2009,1,Tampa International Airport,27.975500106811523,-82.533203125,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2015530,BWI,PHL,"Baltimore, MD","Philadelphia, PA",1997-01-01,1997,1,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Philadelphia International Airport,39.87189865112305,-75.24109649658203
2790563,GSO,LGA,"Greensboro, NC","New York, NY",2003-09-01,2003,9,Piedmont Triad International Airport,36.097801,-79.937302,La Guardia Airport,40.777199,-73.872597
392984,DET,STL,"Detroit, MI","St. Louis, MO",2005-03-01,2005,3,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,St Louis Lambert International Airport,38.748697,-90.370003
1152695,CLT,MSP,"Charlotte, NC","Minneapolis, MN",1999-11-01,1999,11,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
871136,TVC,DTW,"Traverse City, MI","Detroit, MI",2008-02-01,2008,2,Cherry Capital Airport,44.74140167236328,-85.58219909667969,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
1869606,DFW,CLE,"Dallas, TX","Cleveland, OH",1998-09-01,1998,9,Dallas Fort Worth International Airport,32.896801,-97.038002,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
35298,PHX,ORD,"Phoenix, AZ","Chicago, IL",1997-01-01,1997,1,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Chicago O'Hare International Airport,41.9786,-87.9048
478867,ORD,BHM,"Chicago, IL","Birmingham, AL",2009-01-01,2009,1,Chicago O'Hare International Airport,41.9786,-87.9048,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502
2683044,SLC,BDL,"Salt Lake City, UT","Hartford, CT",2008-08-01,2008,8,Salt Lake City International Airport,40.785749,-111.979746,Bradley International Airport,41.93851,-72.688066
1951696,LGA,TPA,"New York, NY","Tampa, FL",1993-10-01,1993,10,La Guardia Airport,40.777199,-73.872597,Tampa International Airport,27.975500106811523,-82.533203125
3146152,ATL,FLL,"Atlanta, GA","Fort Lauderdale, FL",1994-01-01,1994,1,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
1786510,PHX,BNA,"Phoenix, AZ","Nashville, TN",2001-08-01,2001,8,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Nashville International Airport,36.1245002746582,-86.6781997680664
444242,MCI,MEM,"Kansas City, MO","Memphis, TN",2000-09-01,2000,9,Kansas City International Airport,39.2976,-94.713898,Memphis International Airport,35.04240036010742,-89.97669982910156
2419818,LGA,DCA,"New York, NY","Washington, DC",1994-08-01,1994,8,La Guardia Airport,40.777199,-73.872597,Ronald Reagan Washington National Airport,38.8521,-77.037697
670293,PHX,CLT,"Phoenix, AZ","Charlotte, NC",2008-05-01,2008,5,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3462099,CLT,AVL,"Charlotte, NC","Asheville, NC",2005-12-01,2005,12,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Asheville Regional Airport,35.436199,-82.541801
2979492,BNA,MCO,"Nashville, TN","Orlando, FL",2008-06-01,2008,6,Nashville International Airport,36.1245002746582,-86.6781997680664,Orlando International Airport,28.429399490356445,-81.30899810791016
654810,MSY,CLT,"New Orleans, LA","Charlotte, NC",2008-08-01,2008,8,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
401747,CLE,MEM,"Cleveland, OH","Memphis, TN",2001-08-01,2001,8,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Memphis International Airport,35.04240036010742,-89.97669982910156
2173852,DTW,IND,"Detroit, MI","Indianapolis, IN",2005-03-01,2005,3,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Indianapolis International Airport,39.7173,-86.294403
5765,CLT,ORD,"Charlotte, NC","Chicago, IL",1992-10-01,1992,10,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Chicago O'Hare International Airport,41.9786,-87.9048
1627306,PHL,CVG,"Philadelphia, PA","Cincinnati, OH",1991-04-01,1991,4,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
28886,BNA,ORD,"Nashville, TN","Chicago, IL",1997-11-01,1997,11,Nashville International Airport,36.1245002746582,-86.6781997680664,Chicago O'Hare International Airport,41.9786,-87.9048
2559297,SEA,BOS,"Seattle, WA","Boston, MA",1994-01-01,1994,1,Seattle–Tacoma International Airport,47.449162,-122.311134,Logan International Airport,42.3643,-71.005203
129368,GSP,ORD,"Greenville, SC","Chicago, IL",2001-02-01,2001,2,Greenville Spartanburg International Airport,34.895699,-82.218903,Chicago O'Hare International Airport,41.9786,-87.9048
2583059,ORD,BOS,"Chicago, IL","Boston, MA",2004-07-01,2004,7,Chicago O'Hare International Airport,41.9786,-87.9048,Logan International Airport,42.3643,-71.005203
1791546,MCO,BNA,"Orlando, FL","Nashville, TN",2007-08-01,2007,8,Orlando International Airport,28.429399490356445,-81.30899810791016,Nashville International Airport,36.1245002746582,-86.6781997680664
1105794,IND,EWR,"Indianapolis, IN","Newark, NJ",2004-09-01,2004,9,Indianapolis International Airport,39.7173,-86.294403,Newark Liberty International Airport,40.692501,-74.168701
563843,DAL,LAX,"Dallas, TX","Los Angeles, CA",2009-12-01,2009,12,Dallas Love Field,32.847099,-96.851799,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
1778035,CLE,BNA,"Cleveland, OH","Nashville, TN",2004-05-01,2004,5,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Nashville International Airport,36.1245002746582,-86.6781997680664
816346,ORD,DTW,"Chicago, IL","Detroit, MI",1993-10-01,1993,10,Chicago O'Hare International Airport,41.9786,-87.9048,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2454070,DFW,CMH,"Dallas, TX","Columbus, OH",1992-09-01,1992,9,Dallas Fort Worth International Airport,32.896801,-97.038002,John Glenn Columbus International Airport,39.998001,-82.891899
1610239,LGA,CVG,"New York, NY","Cincinnati, OH",1991-01-01,1991,1,La Guardia Airport,40.777199,-73.872597,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
2733996,SLC,SEA,"Salt Lake City, UT","Seattle, WA",1990-04-01,1990,4,Salt Lake City International Airport,40.785749,-111.979746,Seattle–Tacoma International Airport,47.449162,-122.311134
3376683,LAX,MCE,"Los Angeles, CA","Merced, CA",2002-11-01,2002,11,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Merced Regional Macready Field,37.28469849,-120.5139999
2220595,ATL,MCI,"Atlanta, GA","Kansas City, MO",2005-10-01,2005,10,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Kansas City International Airport,39.2976,-94.713898
166799,ATL,CHS,"Atlanta, GA","Charleston, SC",1996-12-01,1996,12,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Charleston International Airport,32.898602,-80.040497
